1570521600493,catalina-exec-20,0
1570521600508,catalina-exec-20,0
1570521600509,catalina-exec-20,1
1570521600523,catalina-exec-20,0
1570521601593,catalina-exec-20,1
1570521601594,catalina-exec-20,1
1570521601626,catalina-exec-20,0
1570521603093,catalina-exec-20,1
1570521603094,catalina-exec-20,1
1570521603120,catalina-exec-20,0
1570521604469,catalina-exec-20,1
1570521604469,catalina-exec-20,1
1570521604501,catalina-exec-20,0
1570521605873,catalina-exec-20,1
1570521605873,catalina-exec-20,1
1570521605891,catalina-exec-20,0
1570521605919,catalina-exec-20,1
1570521605920,catalina-exec-20,1
1570521605937,catalina-exec-20,0
1570521605961,catalina-exec-20,1
1570521605961,catalina-exec-20,1
1570521605976,catalina-exec-20,0
1570521605976,catalina-exec-20,1
1570521605976,catalina-exec-20,1
1570521614811,catalina-exec-37,0
1570521615053,catalina-exec-37,1
1570521615053,catalina-exec-37,1
1570521616946,catalina-exec-43,0
1570521616949,catalina-exec-43,1
1570521616949,catalina-exec-43,1
1570521631905,catalina-exec-18,0
1570521631909,catalina-exec-18,1
1570521631909,catalina-exec-18,1
1570521633148,catalina-exec-40,0
1570521633152,catalina-exec-40,1
1570521633152,catalina-exec-40,1
1570521659039,catalina-exec-31,0
1570521659043,catalina-exec-31,1
1570521659043,catalina-exec-31,1
1570521660506,catalina-exec-46,0
1570521660523,catalina-exec-46,0
1570521660523,catalina-exec-46,1
1570521660539,catalina-exec-46,0
1570521661604,catalina-exec-46,1
1570521661605,catalina-exec-46,1
1570521661628,catalina-exec-46,0
1570521662915,catalina-exec-46,1
1570521662915,catalina-exec-46,1
1570521662947,catalina-exec-46,0
1570521664313,catalina-exec-46,1
1570521664314,catalina-exec-46,1
1570521664343,catalina-exec-46,0
1570521665640,catalina-exec-46,1
1570521665641,catalina-exec-46,1
1570521665655,catalina-exec-46,0
1570521665667,catalina-exec-46,1
1570521665667,catalina-exec-46,1
1570521665680,catalina-exec-46,0
1570521665692,catalina-exec-46,1
1570521665692,catalina-exec-46,1
1570521665705,catalina-exec-46,0
1570521665705,catalina-exec-46,1
1570521665705,catalina-exec-46,1
1570521665726,catalina-exec-46,0
1570521665729,catalina-exec-46,1
1570521665729,catalina-exec-46,1
1570521665748,catalina-exec-46,0
1570521665752,catalina-exec-46,1
1570521665752,catalina-exec-46,1
1570521665765,catalina-exec-46,0
1570521665769,catalina-exec-46,1
1570521665769,catalina-exec-46,1
1570521665782,catalina-exec-46,0
1570521665805,catalina-exec-46,1
1570521665805,catalina-exec-46,1
1570521665818,catalina-exec-46,0
1570521665821,catalina-exec-46,1
1570521665821,catalina-exec-46,1
1570521665833,catalina-exec-46,0
1570521665836,catalina-exec-46,1
1570521665836,catalina-exec-46,1
1570521665848,catalina-exec-46,0
1570521665886,catalina-exec-46,1
1570521665886,catalina-exec-46,1
1570521665898,catalina-exec-46,0
1570521665939,catalina-exec-46,1
1570521665939,catalina-exec-46,1
1570521665950,catalina-exec-46,0
1570521665951,catalina-exec-46,1
1570521665951,catalina-exec-46,1
1570521665963,catalina-exec-46,0
1570521665964,catalina-exec-46,1
1570521665964,catalina-exec-46,1
1570521672271,catalina-exec-39,0
1570521672271,catalina-exec-39,1
1570521688316,catalina-exec-10,0
1570521688440,catalina-exec-10,1
1570521688440,catalina-exec-10,1
1570521709295,catalina-exec-23,0
1570521709295,catalina-exec-23,1
1570521720499,catalina-exec-33,0
1570521720524,catalina-exec-33,0
1570521720524,catalina-exec-33,1
1570521720543,catalina-exec-33,0
1570521721585,catalina-exec-33,1
1570521721585,catalina-exec-33,1
1570521721612,catalina-exec-33,0
1570521722977,catalina-exec-33,1
1570521722977,catalina-exec-33,1
1570521723011,catalina-exec-33,0
1570521724343,catalina-exec-33,1
1570521724344,catalina-exec-33,1
1570521724371,catalina-exec-33,0
1570521725693,catalina-exec-33,1
1570521725693,catalina-exec-33,1
1570521725709,catalina-exec-33,0
1570521725722,catalina-exec-33,1
1570521725722,catalina-exec-33,1
1570521725737,catalina-exec-33,0
1570521725749,catalina-exec-33,1
1570521725749,catalina-exec-33,1
1570521725761,catalina-exec-33,0
1570521725762,catalina-exec-33,1
1570521725762,catalina-exec-33,1
1570521744730,catalina-exec-35,0
1570521744732,catalina-exec-35,1
1570521744732,catalina-exec-35,1
1570521747564,catalina-exec-23,0
1570521747679,catalina-exec-23,1
1570521747679,catalina-exec-23,1
1570521751715,catalina-exec-12,0
1570521751715,catalina-exec-12,1
1570521755523,catalina-exec-1,0
1570521755593,catalina-exec-1,1
1570521755593,catalina-exec-1,1
1570521764452,catalina-exec-27,0
1570521764454,catalina-exec-27,1
1570521764454,catalina-exec-27,1
1570521770151,catalina-exec-36,0
1570521770153,catalina-exec-36,1
1570521770153,catalina-exec-36,1
1570521775924,catalina-exec-14,0
1570521775926,catalina-exec-14,1
1570521775926,catalina-exec-14,1
1570521780504,catalina-exec-24,0
1570521780524,catalina-exec-24,0
1570521780524,catalina-exec-24,1
1570521780543,catalina-exec-24,0
1570521781590,catalina-exec-24,1
1570521781591,catalina-exec-24,1
1570521781616,catalina-exec-24,0
1570521783013,catalina-exec-24,1
1570521783013,catalina-exec-24,1
1570521783038,catalina-exec-24,0
1570521784514,catalina-exec-24,1
1570521784514,catalina-exec-24,1
1570521784556,catalina-exec-24,0
1570521786017,catalina-exec-24,1
1570521786017,catalina-exec-24,1
1570521786035,catalina-exec-24,0
1570521786051,catalina-exec-24,1
1570521786051,catalina-exec-24,1
1570521786068,catalina-exec-24,0
1570521786082,catalina-exec-24,1
1570521786082,catalina-exec-24,1
1570521786096,catalina-exec-24,0
1570521786096,catalina-exec-24,1
1570521786096,catalina-exec-24,1
1570521786605,catalina-exec-40,0
1570521786605,catalina-exec-40,1
1570521798503,catalina-exec-39,0
1570521798506,catalina-exec-39,1
1570521798506,catalina-exec-39,1
1570521803095,catalina-exec-33,0
1570521803189,catalina-exec-33,1
1570521803190,catalina-exec-33,1
1570521805950,catalina-exec-37,0
1570521805953,catalina-exec-37,1
1570521805953,catalina-exec-37,1
1570521820866,catalina-exec-17,0
1570521820869,catalina-exec-17,1
1570521820869,catalina-exec-17,1
1570521826653,catalina-exec-2,0
1570521826656,catalina-exec-2,1
1570521826656,catalina-exec-2,1
1570521836452,catalina-exec-14,0
1570521836457,catalina-exec-14,1
1570521836457,catalina-exec-14,1
1570521840503,catalina-exec-10,0
1570521840525,catalina-exec-10,0
1570521840525,catalina-exec-10,1
1570521840547,catalina-exec-10,0
1570521841614,catalina-exec-10,1
1570521841615,catalina-exec-10,1
1570521841647,catalina-exec-10,0
1570521842999,catalina-exec-10,1
1570521842999,catalina-exec-10,1
1570521843025,catalina-exec-10,0
1570521844289,catalina-exec-10,1
1570521844289,catalina-exec-10,1
1570521844313,catalina-exec-10,0
1570521845652,catalina-exec-10,1
1570521845653,catalina-exec-10,1
1570521845669,catalina-exec-10,0
1570521845697,catalina-exec-10,1
1570521845697,catalina-exec-10,1
1570521845713,catalina-exec-10,0
1570521845729,catalina-exec-10,1
1570521845729,catalina-exec-10,1
1570521845744,catalina-exec-10,0
1570521845745,catalina-exec-10,1
1570521845745,catalina-exec-10,1
1570521845761,catalina-exec-10,0
1570521845762,catalina-exec-10,1
1570521845762,catalina-exec-10,1
1570521845778,catalina-exec-10,0
1570521845779,catalina-exec-10,1
1570521845779,catalina-exec-10,1
1570521845796,catalina-exec-10,0
1570521845798,catalina-exec-10,1
1570521845798,catalina-exec-10,1
1570521845815,catalina-exec-10,0
1570521845816,catalina-exec-10,1
1570521845816,catalina-exec-10,1
1570521845834,catalina-exec-10,0
1570521845834,catalina-exec-10,1
1570521845834,catalina-exec-10,1
1570521845851,catalina-exec-10,0
1570521845852,catalina-exec-10,1
1570521845852,catalina-exec-10,1
1570521845868,catalina-exec-10,0
1570521845869,catalina-exec-10,1
1570521845869,catalina-exec-10,1
1570521845886,catalina-exec-10,0
1570521845886,catalina-exec-10,1
1570521845886,catalina-exec-10,1
1570521845904,catalina-exec-10,0
1570521845904,catalina-exec-10,1
1570521845904,catalina-exec-10,1
1570521845921,catalina-exec-10,0
1570521845921,catalina-exec-10,1
1570521845921,catalina-exec-10,1
1570521845938,catalina-exec-10,0
1570521845938,catalina-exec-10,1
1570521845938,catalina-exec-10,1
1570521845956,catalina-exec-10,0
1570521845956,catalina-exec-10,1
1570521845956,catalina-exec-10,1
1570521845973,catalina-exec-10,0
1570521845974,catalina-exec-10,1
1570521845974,catalina-exec-10,1
1570521845990,catalina-exec-10,0
1570521845991,catalina-exec-10,1
1570521845991,catalina-exec-10,1
1570521853876,catalina-exec-18,0
1570521853880,catalina-exec-18,1
1570521853880,catalina-exec-18,1
1570521893604,catalina-exec-22,0
1570521900529,catalina-exec-47,0
1570521900552,catalina-exec-47,0
1570521900552,catalina-exec-47,1
1570521900581,catalina-exec-47,0
1570521901640,catalina-exec-47,1
1570521901641,catalina-exec-47,1
1570521901669,catalina-exec-47,0
1570521903081,catalina-exec-47,1
1570521903081,catalina-exec-47,1
1570521903107,catalina-exec-47,0
1570521904642,catalina-exec-47,1
1570521904642,catalina-exec-47,1
1570521904673,catalina-exec-47,0
1570521906050,catalina-exec-47,1
1570521906050,catalina-exec-47,1
1570521906066,catalina-exec-47,0
1570521906078,catalina-exec-47,1
1570521906078,catalina-exec-47,1
1570521906094,catalina-exec-47,0
1570521906121,catalina-exec-47,1
1570521906121,catalina-exec-47,1
1570521906135,catalina-exec-47,0
1570521906136,catalina-exec-47,1
1570521906136,catalina-exec-47,1
1570521914499,catalina-exec-26,0
1570521928941,catalina-exec-45,0
1570521928944,catalina-exec-45,1
1570521928944,catalina-exec-45,1
1570521944713,catalina-exec-21,0
1570521944717,catalina-exec-21,1
1570521944717,catalina-exec-21,1
1570521960593,catalina-exec-48,0
1570521960611,catalina-exec-48,0
1570521960611,catalina-exec-48,1
1570521960629,catalina-exec-48,0
